i,timestamp,trend,entry_score,wp,dp,rs,vs,bs,bb,ret5,ret5_hot,hot_ret5,breakout_entry,vshape,strong_breakout_context,alpha_ok_if_raw1,in_uptrend_macro,is_real_entry
7459,2024-08-08 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00024023062139655327,0.06,False,False,False,False,False,False,False
7460,2024-08-08 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0017638098292311888,0.06,False,False,False,False,False,False,False
7461,2024-08-08 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.005923791226384978,0.06,False,False,False,False,False,False,False
7462,2024-08-08 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.007920000000000038,0.06,False,False,False,False,False,False,False
7463,2024-08-09 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.007480694980694924,0.06,False,False,False,False,False,False,False
7464,2024-08-09 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0015218261914298203,0.06,False,False,False,False,False,False,False
7465,2024-08-09 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0011204481792717047,0.06,False,False,False,False,False,False,False
7466,2024-08-09 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.016025124818811465,0.06,False,True,False,False,True,False,False
7467,2024-08-09 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.019998387226836778,0.06,False,False,False,False,False,False,False
7468,2024-08-12 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0059880239520957446,0.06,False,False,False,False,False,False,False
7469,2024-08-12 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.010476647472808631,0.06,False,False,False,False,False,False,False
7470,2024-08-12 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.011591654009113439,0.06,False,False,False,False,False,False,False
7471,2024-08-12 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.002139969881905346,0.06,False,False,False,False,False,False,False
7472,2024-08-12 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.004031939283737795,0.06999999999999999,False,True,False,True,True,False,False
7473,2024-08-13 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0069841269841268705,0.06999999999999999,False,False,False,False,True,False,False
7474,2024-08-13 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0021369212504946944,0.06999999999999999,False,False,False,False,False,False,False
7475,2024-08-13 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00015805278963165748,0.06999999999999999,False,False,False,False,False,False,False
7476,2024-08-13 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.001898133502056254,0.06999999999999999,False,False,False,False,True,False,False
7477,2024-08-13 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0023622047244094,0.06999999999999999,False,False,False,False,True,False,False
7478,2024-08-14 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0016551071878940782,0.06999999999999999,False,False,False,False,True,False,False
7479,2024-08-14 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0031590586005370014,0.06999999999999999,False,False,False,False,False,False,False
7480,2024-08-14 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0038716814159291957,0.06999999999999999,False,False,False,False,False,False,False
7481,2024-08-14 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0038680138932745134,0.06999999999999999,False,False,False,False,True,True,False
7482,2024-08-14 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0007892659826360671,0.06999999999999999,False,False,False,False,True,True,False
7483,2024-08-15 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.001573687937681978,0.06999999999999999,False,False,False,False,False,True,False
7484,2024-08-15 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.001968193985199207,0.06999999999999999,False,False,False,False,False,True,False
7485,2024-08-15 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.001967729240456517,0.06999999999999999,False,False,False,False,False,True,False
7486,2024-08-15 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.003381300621215666,0.06999999999999999,False,False,False,False,False,True,False
7487,2024-08-15 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00023659305993684043,0.06999999999999999,False,False,False,False,True,True,False
7488,2024-08-16 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00102450941760579,0.06999999999999999,False,True,False,True,True,True,False
7489,2024-08-16 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.009308195945412878,0.06999999999999999,False,True,False,True,True,True,False
7490,2024-08-16 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.008596214511040978,0.06999999999999999,False,False,False,False,False,True,False
7491,2024-08-16 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.015622534322234483,0.06999999999999999,False,True,False,True,True,True,False
7492,2024-08-16 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.016013252346769757,0.06999999999999999,False,True,False,True,True,True,False
7493,2024-08-19 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.019445756573768014,0.06999999999999999,False,True,False,True,True,True,False
7494,2024-08-19 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.013833528722157151,0.06999999999999999,False,False,False,False,True,True,False
7495,2024-08-19 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.013683634373289566,0.06999999999999999,False,False,False,False,False,True,False
7496,2024-08-19 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.009322560596643825,0.06999999999999999,False,False,False,False,True,True,False
7497,2024-08-19 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.007763975155279601,0.06999999999999999,False,False,False,False,True,True,False
7498,2024-08-20 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.006950343655880653,0.06999999999999999,False,True,False,True,True,True,False
7499,2024-08-20 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.002852297255627523,0.06999999999999999,False,False,False,False,True,True,False
7500,2024-08-20 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.003702560937982158,0.06999999999999999,False,False,False,False,False,True,False
7501,2024-08-20 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.006003694581280694,0.06999999999999999,False,True,False,True,True,True,False
7502,2024-08-20 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0030816640986133237,0.06999999999999999,False,False,False,False,True,True,False
7503,2024-08-21 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.002224096939949405,0.06999999999999999,False,False,False,False,True,True,False
7504,2024-08-21 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0017680067645478026,0.06999999999999999,False,False,False,False,True,True,False
7505,2024-08-21 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00038426068244701295,0.06999999999999999,False,False,False,False,False,True,False
7506,2024-08-21 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00022953328232588888,0.06999999999999999,False,False,False,False,True,True,False
7507,2024-08-21 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.007987711213517823,0.06999999999999999,False,True,False,True,True,True,False
7508,2024-08-22 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.008070714834742532,0.06999999999999999,False,False,False,False,True,True,False
7509,2024-08-22 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.01239796704142937,0.06999999999999999,False,False,False,False,True,True,False
7510,2024-08-22 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.010225263319750821,0.06999999999999999,False,False,False,False,False,True,False
7511,2024-08-22 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005125066931844335,0.06999999999999999,False,False,False,False,True,True,False
7512,2024-08-22 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0013715330691861372,0.06999999999999999,False,False,False,False,True,True,False
7513,2024-08-23 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0002287457110179414,0.06999999999999999,False,False,False,False,True,True,False
7514,2024-08-23 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0018255115235416008,0.06999999999999999,False,False,False,False,False,True,False
7515,2024-08-23 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00235920852359206,0.06999999999999999,False,False,False,False,False,True,False
7516,2024-08-23 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.001065449010654529,0.06999999999999999,False,False,False,False,True,True,False
7517,2024-08-23 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0008370111094200272,0.06999999999999999,False,False,False,False,True,True,False
7518,2024-08-26 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.006250952889159889,0.06999999999999999,False,False,False,False,True,True,False
7519,2024-08-26 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005867560771165126,0.06999999999999999,False,False,False,False,False,True,False
7520,2024-08-26 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0074757799984743745,0.06999999999999999,False,False,False,False,False,True,False
7521,2024-08-26 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.004561350159647315,0.06999999999999999,False,False,False,False,True,True,False
7522,2024-08-26 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0012924808028587087,0.06999999999999999,False,False,False,False,True,True,False
7523,2024-08-27 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0021969696969698083,0.06999999999999999,False,False,False,False,False,True,False
7524,2024-08-27 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0021969696969698083,0.06999999999999999,False,False,False,False,True,True,False
7525,2024-08-27 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.003028696903157435,0.06999999999999999,False,False,False,False,False,True,False
7526,2024-08-27 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.001664900862721419,0.06999999999999999,False,False,False,False,True,True,False
7527,2024-08-27 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0036446469248290203,0.06999999999999999,False,False,False,False,True,True,False
7528,2024-08-28 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.004023992103864726,0.06999999999999999,False,False,False,False,True,True,False
7529,2024-08-28 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00531470655227384,0.06999999999999999,False,False,False,False,False,True,False
7530,2024-08-28 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0015948963317382603,0.06999999999999999,False,False,False,False,True,True,False
7531,2024-08-28 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0005306246209824117,0.06999999999999999,False,False,False,False,True,True,False
7532,2024-08-28 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0002269632319564785,0.06999999999999999,False,False,False,False,True,True,False
7533,2024-08-29 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.004461584996975132,0.06999999999999999,False,True,False,True,True,True,False
7534,2024-08-29 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0024167358960804908,0.06999999999999999,False,False,False,False,False,True,False
7535,2024-08-29 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0070518653321201,0.06999999999999999,False,False,False,False,False,True,False
7536,2024-08-29 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0050761421319796,0.06999999999999999,False,False,False,False,True,True,False
7537,2024-08-29 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0035549504576053437,0.06999999999999999,False,False,False,False,True,True,False
7538,2024-08-30 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0008281261763156689,0.06999999999999999,False,False,False,False,True,True,False
7539,2024-08-30 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0018081820236570678,0.06999999999999999,False,False,False,False,False,True,False
7540,2024-08-30 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0018823883743694925,0.06999999999999999,False,False,False,False,False,True,False
7541,2024-08-30 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005201266395296278,0.06999999999999999,False,True,False,True,True,True,False
7542,2024-08-30 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.004446789267410489,0.06999999999999999,False,False,False,False,True,True,False
7543,2024-09-04 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.010982398074319333,0.06,False,False,False,False,True,True,False
7544,2024-09-04 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.01496578175528318,0.06,False,False,False,False,True,True,False
7545,2024-09-04 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.015782353825341988,0.06,False,False,False,False,False,True,False
7546,2024-09-04 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.01687289088863897,0.06,False,False,False,False,True,True,False
7547,2024-09-04 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.014031665040894481,0.06,False,False,False,False,True,True,False
7548,2024-09-05 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.002205658655308751,0.06,False,False,False,False,True,True,False
7549,2024-09-05 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0034356390288594607,0.06,False,False,False,False,True,True,False
7550,2024-09-05 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0035125229077581643,0.06,False,False,False,False,False,True,False
7551,2024-09-05 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-7.627765064832648e-05,0.06,False,False,False,False,True,True,False
7552,2024-09-05 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.004794520547945158,0.06,False,False,False,False,True,True,False
7553,2024-09-06 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0059952948319041965,0.06,False,False,False,False,True,True,False
7554,2024-09-06 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.004717340028912775,0.06,False,False,False,False,True,True,False
7555,2024-09-06 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.004565515142291865,0.06,False,False,False,False,False,True,False
7556,2024-09-06 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0007628346937218478,0.06,False,False,False,False,False,False,False
7557,2024-09-06 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0009941117993423898,0.06,False,False,False,False,False,False,False
7558,2024-09-09 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.005344327378225655,0.06,False,False,False,False,False,False,False
7559,2024-09-09 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0038987844965980845,0.06,False,False,False,False,False,False,False
7560,2024-09-09 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.003363400091729196,0.06,False,False,False,False,False,False,False
7561,2024-09-09 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0052675776776853755,0.06,False,False,False,False,False,False,False
7562,2024-09-09 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.000993124522536304,0.06,False,False,False,False,False,False,False
7563,2024-09-10 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00675468222290454,0.06,False,False,False,False,False,False,False
7564,2024-09-10 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0038372985418264616,0.06,False,False,False,False,False,False,False
7565,2024-09-10 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00038349440098173204,0.06,False,False,False,False,False,False,False
7566,2024-09-10 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.004988488104374467,0.06,False,False,False,False,False,False,False
7567,2024-09-10 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.010399938823889343,0.06,False,False,False,False,False,False,False
7568,2024-09-11 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.015096065873742015,0.06,False,False,False,False,False,False,False
7569,2024-09-11 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.012996941896024516,0.06,False,False,False,False,False,False,False
7570,2024-09-11 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.009667766439039327,0.06,False,False,False,False,False,False,False
7571,2024-09-11 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0016197454685691337,0.06,False,False,False,False,False,False,False
7572,2024-09-11 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0008500115910671235,0.06,False,False,False,False,False,False,False
7573,2024-09-12 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005728440935129253,0.06,False,False,False,False,False,False,False
7574,2024-09-12 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.007978311386521941,0.06,False,False,False,False,False,False,False
7575,2024-09-12 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0064306190439296085,0.06,False,False,False,False,False,False,False
7576,2024-09-12 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005485166872682301,0.06,False,False,False,False,False,False,False
7577,2024-09-12 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0034802784222738303,0.06,False,False,False,False,False,False,False
7578,2024-09-13 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0038485221674876557,0.06,False,False,False,False,False,False,False
7579,2024-09-13 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.003688619073234478,0.06,False,False,False,False,False,False,False
7580,2024-09-13 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0007698229407235857,0.06,False,False,False,False,False,False,False
7581,2024-09-13 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.005608912792931187,0.06,False,False,False,False,False,False,False
7582,2024-09-13 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0026204238921002654,0.06,False,False,False,False,False,False,False
7583,2024-09-16 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0013135527739143171,0.06,False,False,False,False,False,False,False
7584,2024-09-16 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.002159660624758919,0.06,False,False,False,False,False,False,False
7585,2024-09-16 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.005084745762711784,0.06,False,False,False,False,False,False,False
7586,2024-09-16 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0027043733580590645,0.06,False,False,False,False,False,False,False
7587,2024-09-16 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.009350127501738581,0.06,False,False,False,False,False,False,False
7588,2024-09-17 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.009337140211436168,0.06,False,False,False,False,False,False,False
7589,2024-09-17 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0081162557007034,0.06,False,False,False,False,False,False,False
7590,2024-09-17 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.004878426513861056,0.06,False,False,False,False,False,False,False
7591,2024-09-17 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0006198187030292956,0.06,False,False,False,False,False,False,False
7592,2024-09-17 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.01856474258970353,0.06,False,True,False,False,True,False,False
7593,2024-09-18 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.016357688113413316,0.06,False,False,False,False,False,False,False
7594,2024-09-18 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.02275561097256862,0.06,False,True,False,False,True,False,False
7595,2024-09-18 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.02474515601898708,0.06,False,False,False,False,False,False,False
7596,2024-09-18 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.018373517326924382,0.06,False,False,False,False,False,False,False
7597,2024-09-18 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.004671465768111505,0.06,False,False,False,False,False,False,False
7598,2024-09-19 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.007664009809932537,0.06,False,False,False,False,False,False,False
7599,2024-09-19 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0017525144772934098,0.06,False,False,False,False,False,False,False
7600,2024-09-19 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.000987166831194597,0.06,False,False,False,False,False,False,False
7601,2024-09-19 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00190316686967118,0.06999999999999999,False,False,False,False,False,False,False
7602,2024-09-19 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0038112661025992978,0.06999999999999999,False,False,False,False,True,True,False
7603,2024-09-20 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.015972010952236104,0.06999999999999999,False,True,False,True,True,True,False
7604,2024-09-20 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.016277477751578173,0.06999999999999999,False,False,False,False,True,True,False
7605,2024-09-20 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.015506232897537275,0.06999999999999999,False,False,False,False,False,True,False
7606,2024-09-20 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.012992933667654638,0.06999999999999999,False,False,False,False,True,True,False
7607,2024-09-20 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.009947604222036555,0.06999999999999999,False,False,False,False,True,True,False
7608,2024-09-23 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0065878125467884185,0.06999999999999999,False,False,False,False,True,True,False
7609,2024-09-23 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.005763041688496284,0.06999999999999999,False,False,False,False,False,True,False
7610,2024-09-23 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0052395209580838875,0.06999999999999999,False,False,False,False,False,True,False
7611,2024-09-23 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.003675367536753793,0.06999999999999999,False,False,False,False,True,True,False
7612,2024-09-23 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0033834586466164884,0.06999999999999999,False,False,False,False,True,True,False
7613,2024-09-24 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0007535795026375469,0.06999999999999999,False,False,False,False,True,True,False
7614,2024-09-24 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0033122553447757497,0.06999999999999999,False,False,False,False,False,True,False
7615,2024-09-24 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.003686982693754781,0.06,False,False,False,False,False,True,False
7616,2024-09-24 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.000376420989234294,0.06999999999999999,False,False,False,False,True,True,False
7617,2024-09-24 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.007167106752169028,0.06999999999999999,False,True,False,True,True,True,False
7618,2024-09-25 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.012518853695324239,0.06999999999999999,False,True,False,True,True,True,False
7619,2024-09-25 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.01518126888217508,0.06999999999999999,False,False,False,False,True,True,False
7620,2024-09-25 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0182010422173553,0.06999999999999999,False,False,False,False,True,True,False
7621,2024-09-25 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.010987357013847232,0.06999999999999999,False,False,False,False,True,True,False
7622,2024-09-25 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.006741573033707926,0.06999999999999999,False,False,False,False,True,True,False
7623,2024-09-26 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.007373752420676283,0.06999999999999999,False,True,False,True,True,True,False
7624,2024-09-26 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005579941968603563,0.06999999999999999,False,False,False,False,True,True,False
7625,2024-09-26 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005414626909953979,0.06999999999999999,False,False,False,False,False,True,False
7626,2024-09-26 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.015036474616644258,0.06999999999999999,False,True,False,True,True,True,False
7627,2024-09-26 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.009226190476190554,0.06999999999999999,False,False,False,False,True,True,False
7628,2024-09-27 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005027726432532242,0.06999999999999999,False,False,False,False,True,True,False
7629,2024-09-27 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005327019828351709,0.06999999999999999,False,False,False,False,True,True,False
7630,2024-09-27 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0016230173367761669,0.06999999999999999,False,False,False,False,False,True,False
7631,2024-09-27 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0055734819595189,0.06999999999999999,False,False,False,False,True,True,False
